text,text_en,cmp_code,eu_code,party_id,year,sentence_id,cmp_code_clean,gpt_migration,predicted_label
We also advocate for the admission of local Afghan forces and their dependents who are in danger due to their cooperation with German institutions such as the Bundeswehr or the GIZ.,We also advocate for the admission of local Afghan forces and their dependents who are in danger due to their cooperation with German institutions such as the Bundeswehr or the GIZ.,602.2,,41113,2021,41113_2021_94246,602.2,1,security
The individual right to asylum remains untouched.,The individual right to asylum remains untouched.,201.2,,41113,2021,41113_2021_94247,201.2,1,humanitarian
"Under the UNHCR's resettlement program, refugees recognized by the United Nations as being in particular need of protection are distributed to host countries in an orderly manner and in a spirit of solidarity, instead of being abandoned to their fate on dangerous escape routes.","Under the UNHCR's resettlement program, refugees recognized by the United Nations as being in particular need of protection are distributed to host countries in an orderly manner and in a spirit of solidarity, instead of being abandoned to their fate on dangerous escape routes.",201.2,,41113,2021,41113_2021_94249,201.2,1,humanitarian
"In the Global Compact for Refugees, the world community agreed to increase resettlement.","In the Global Compact for Refugees, the world community agreed to increase resettlement.",107,,41113,2021,41113_2021_94251,107,1,humanitarian
"We propose to work with the new U.S. administration and Canada and others in a global humanitarian partnership to significantly expand resettlement admissions and to achieve, in the medium term, the fulfillment of at least each country's fair share of annual resettlement needs as determined by UNHCR, commensurate with economic strength.","We propose to work with the new U.S. administration and Canada and others in a global humanitarian partnership to significantly expand resettlement admissions and to achieve, in the medium term, the fulfillment of at least each country's fair share of annual resettlement needs as determined by UNHCR, commensurate with economic strength.",107,,41113,2021,41113_2021_94253,107,1,humanitarian
"In addition, we will ensure that the planned EU resettlement is based on the UNHCR criteria.","In addition, we will ensure that the planned EU resettlement is based on the UNHCR criteria.",201.2,,41113,2021,41113_2021_94255,201.2,1,humanitarian
The individual right to asylum remains untouched by resettlement.,The individual right to asylum remains untouched by resettlement.,201.2,,41113,2021,41113_2021_94256,201.2,1,humanitarian
Several federal states and more than 200 municipalities in Germany are prepared to take in more refugees than the German government has promised.,Several federal states and more than 200 municipalities in Germany are prepared to take in more refugees than the German government has promised.,602.2,,41113,2021,41113_2021_94258,602.2,1,security
"The fact that these additional reception places are urgently needed is obvious in view of the miserable conditions in the camps at the EU's external borders, for example on the Greek islands or at the Bosnian-Croatian border.","The fact that these additional reception places are urgently needed is obvious in view of the miserable conditions in the camps at the EU's external borders, for example on the Greek islands or at the Bosnian-Croatian border.",201.2,,41113,2021,41113_2021_94259,201.2,1,security
We want a humanitarian admission policy in which the federal government and the states work together cooperatively and which no longer ignores the willingness of local and state governments to accept refugees.,We want a humanitarian admission policy in which the federal government and the states work together cooperatively and which no longer ignores the willingness of local and state governments to accept refugees.,201.2,,41113,2021,41113_2021_94260,201.2,1,humanitarian
"The federal states, counties, cities and municipalities should be given more opportunities to have a say and shape the humanitarian reception of refugees.","The federal states, counties, cities and municipalities should be given more opportunities to have a say and shape the humanitarian reception of refugees.",301,,41113,2021,41113_2021_94261,301,1,humanitarian
"By changing the approval rule between the Federal Ministry of the Interior and the federal states from agreement to consultation, we want to clarify that in the future, federal states will be able to decide independently and freely on the admission of refugees beyond the Königstein Key.","By changing the approval rule between the Federal Ministry of the Interior and the federal states from agreement to consultation, we want to clarify that in the future, federal states will be able to decide independently and freely on the admission of refugees beyond the Königstein Key.",301,,41113,2021,41113_2021_94262,301,1,security
We will again step up federal humanitarian admission programs as well as quotas from EU countries with external borders.,We will again step up federal humanitarian admission programs as well as quotas from EU countries with external borders.,201.2,,41113,2021,41113_2021_94265,201.2,1,humanitarian
Groups of mentors or associations can pledge to support refugees and thus help people in a concrete way through relocation and resettlement opportunities.,Groups of mentors or associations can pledge to support refugees and thus help people in a concrete way through relocation and resettlement opportunities.,602.2,,41113,2021,41113_2021_94267,602.2,1,cultural
A common area of free movement and without internal borders needs controlled external borders.,A common area of free movement and without internal borders needs controlled external borders.,605.1,,41113,2021,41113_2021_94269,605.1,1,security
But borders are only controlled by the rule of law if human rights are protected at these borders and access to the right to asylum is secured.,But borders are only controlled by the rule of law if human rights are protected at these borders and access to the right to asylum is secured.,201.2,,41113,2021,41113_2021_94270,201.2,1,humanitarian
We rely on a European border control that has the common protection of human rights as its basis and performs its tasks without misusing them to prevent flight.,We rely on a European border control that has the common protection of human rights as its basis and performs its tasks without misusing them to prevent flight.,201.2,,41113,2021,41113_2021_94277,201.2,1,humanitarian
"The right of asylum is based on a case-by-case assessment, and the non-refoulement principle enshrined in international and European law applies always and everywhere.","The right of asylum is based on a case-by-case assessment, and the non-refoulement principle enshrined in international and European law applies always and everywhere.",201.2,,41113,2021,41113_2021_94278,201.2,1,humanitarian
The Geneva Convention on Refugees applies in full.,The Geneva Convention on Refugees applies in full.,201.2,,41113,2021,41113_2021_94279,201.2,1,humanitarian
Their undermining leads neither to more security nor to more European capacity to act in refugee policy.,Their undermining leads neither to more security nor to more European capacity to act in refugee policy.,201.2,,41113,2021,41113_2021_94280,201.2,1,security
"Nevertheless, we are currently witnessing a systematic breach of the law at the EU's external borders: People are mistreated, left unprotected on the water or turned away without access to asylum procedures.","Nevertheless, we are currently witnessing a systematic breach of the law at the EU's external borders: People are mistreated, left unprotected on the water or turned away without access to asylum procedures.",201.2,,41113,2021,41113_2021_94281,201.2,1,humanitarian
"Pushbacks, committed by national border police or Frontex, must be legally and politically punished.","Pushbacks, committed by national border police or Frontex, must be legally and politically punished.",201.2,,41113,2021,41113_2021_94282,201.2,1,security
We will work to ensure that intransparency and human rights violations no longer have any room at EU agencies such as Frontex.,We will work to ensure that intransparency and human rights violations no longer have any room at EU agencies such as Frontex.,201.2,,41113,2021,41113_2021_94284,201.2,1,humanitarian
We support the European initiatives that seek to address the structural problems in human rights protection at border controls with structural changes.,We support the European initiatives that seek to address the structural problems in human rights protection at border controls with structural changes.,201.2,,41113,2021,41113_2021_94285,201.2,1,security
There is a need for close parliamentary oversight of Frontex operations as well as systematic human rights monitoring on the ground.,There is a need for close parliamentary oversight of Frontex operations as well as systematic human rights monitoring on the ground.,201.2,,41113,2021,41113_2021_94287,201.2,1,security
Humanitarian care for refugees outside the European Union is part of our global responsibility.,Humanitarian care for refugees outside the European Union is part of our global responsibility.,201.2,,41113,2021,41113_2021_94289,201.2,1,humanitarian
"We want to expand financial and logistical support for countries of first reception and transit, such as Turkey, Lebanon, Sudan, Pakistan or Uganda, as well as for the aid organizations working there.","We want to expand financial and logistical support for countries of first reception and transit, such as Turkey, Lebanon, Sudan, Pakistan or Uganda, as well as for the aid organizations working there.",107,,41113,2021,41113_2021_94290,107,1,humanitarian
German and European cooperation with third countries must always be conducted in a way that respects human and fundamental rights as well as international asylum standards.,German and European cooperation with third countries must always be conducted in a way that respects human and fundamental rights as well as international asylum standards.,201.2,,41113,2021,41113_2021_94291,201.2,1,humanitarian
"We therefore reject the existing ""migration partnerships"" that make flight prevention and repatriation a condition of development cooperation, for example, as well","We therefore reject the existing ""migration partnerships"" that make flight prevention and repatriation a condition of development cooperation, for example, as well",602.2,,41113,2021,41113_2021_94293,602.2,1,security
"Instead of defining ""safe countries of origin,"" we need human rights-compliant readmission agreements for returns.","Instead of defining ""safe countries of origin,"" we need human rights-compliant readmission agreements for returns.",201.2,,41113,2021,41113_2021_94295,201.2,1,humanitarian
"In return, we want to offer those countries that effectively guarantee security to their citizens upon return reliable prospects for orderly migration through visa facilitation or training partnerships.","In return, we want to offer those countries that effectively guarantee security to their citizens upon return reliable prospects for orderly migration through visa facilitation or training partnerships.",107,,41113,2021,41113_2021_94296,107,1,economic
"Readmission agreements, however, must not be made a condition in other policies, such as development or rule of law assistance, apply to third-country nationals, or counteract immigration law.","Readmission agreements, however, must not be made a condition in other policies, such as development or rule of law assistance, apply to third-country nationals, or counteract immigration law.",107,,41113,2021,41113_2021_94297,107,1,security
"In this way, we want to prevent people from fleeing in the first place and having to leave their previous homes involuntarily.","In this way, we want to prevent people from fleeing in the first place and having to leave their previous homes involuntarily.",107,,41113,2021,41113_2021_94302,107,1,security
That is why we are placing the structural causes of flight and displacement and our responsibility in this regard at the center of our policy.,That is why we are placing the structural causes of flight and displacement and our responsibility in this regard at the center of our policy.,107,,41113,2021,41113_2021_94303,107,1,humanitarian
"Local civil society, people in the diaspora and descendants of victims of colonial crimes are partners.","Local civil society, people in the diaspora and descendants of victims of colonial crimes are partners.",103.1,,41113,2021,41113_2021_94371,103.1,1,cultural
"When it is hopeless to find gainful employment, when the income is degrading, when people with disabilities or asylum seekers are disadvantaged in multiple ways - when existential fear and a lack of prospects have become part of everyday life, then politics has failed.","When it is hopeless to find gainful employment, when the income is degrading, when people with disabilities or asylum seekers are disadvantaged in multiple ways - when existential fear and a lack of prospects have become part of everyday life, then politics has failed.",305.0,,41223,2013,41223_2013_94648,305,1,economic
and that refugees are treated like criminals.,and that refugees are treated like criminals.,705.0,,41223,2013,41223_2013_94658,705,1,humanitarian
- Forced removals must be stopped.,- Forced removals must be stopped.,201.0,,41223,2013,41223_2013_95024,201,1,humanitarian
Well-earning and healthier insured people migrate to private health insurance.,Well-earning and healthier insured people migrate to private health insurance.,503.0,,41223,2013,41223_2013_95156,503,1,economic
"The proportion of employees with a migration background is to be increased, also in order to ensure multilingualism in administration where there is a need for it.","The proportion of employees with a migration background is to be increased, also in order to ensure multilingualism in administration where there is a need for it.",607.0,,41223,2013,41223_2013_95363,607,1,economic
so that the disadvantage of migrants and refugees can be ended.,so that the disadvantage of migrants and refugees can be ended.,503.0,,41223,2013,41223_2013_95546,503,1,humanitarian
"- We also want to provide targeted support to companies that increasingly train people with an immigrant background, design their training programs to be inclusive, and integrate those who have been excluded from training for years.","- We also want to provide targeted support to companies that increasingly train people with an immigrant background, design their training programs to be inclusive, and integrate those who have been excluded from training for years.",705.0,,41223,2013,41223_2013_95576,705,1,economic
"- For migrant women and women and girls with disabilities, binding measures are needed to eliminate multiple discrimination.","- For migrant women and women and girls with disabilities, binding measures are needed to eliminate multiple discrimination.",503.0,,41223,2013,41223_2013_95683,503,1,cultural
"Safe, fast, unbureaucratic and needs-based protection and qualified help in women's shelters and other shelters as well as women's counseling centers must be accessible to those affected regardless of their physical condition, residence status or living situation.","Safe, fast, unbureaucratic and needs-based protection and qualified help in women's shelters and other shelters as well as women's counseling centers must be accessible to those affected regardless of their physical condition, residence status or living situation.",706.0,,41223,2013,41223_2013_95688,706,1,humanitarian
Therapeutic means and integration measures as well as a secure and bound right of residence for affected persons must be granted.,Therapeutic means and integration measures as well as a secure and bound right of residence for affected persons must be granted.,705.0,,41223,2013,41223_2013_95707,705,1,humanitarian
"- We are committed to promoting the diversity of cultures in Germany as a country of immigration, to intercultural opening and intercultural dialogue in domestic and foreign policy. -","- We are committed to promoting the diversity of cultures in Germany as a country of immigration, to intercultural opening and intercultural dialogue in domestic and foreign policy. -",607.0,,41223,2013,41223_2013_95852,607,1,cultural
This concerns the production and export of arms - and the militarization of external borders:,This concerns the production and export of arms - and the militarization of external borders:,105.0,,41223,2013,41223_2013_96063,105,1,security
"- Frontex, the agency for ""securing"" the external borders, is and remains a symbol of the EU's inhumane policy of sealing off people in need.","- Frontex, the agency for ""securing"" the external borders, is and remains a symbol of the EU's inhumane policy of sealing off people in need.",0.0,,41223,2013,41223_2013_96067,0,1,security
DIE LINKE wants to dissolve Frontex and fights for a humane and solidary refugee policy.,DIE LINKE wants to dissolve Frontex and fights for a humane and solidary refugee policy.,705.0,,41223,2013,41223_2013_96068,705,1,humanitarian
- The Dublin II Regulation determines in which member state an asylum application can be filed and is in fact a third-country regulation.,- The Dublin II Regulation determines in which member state an asylum application can be filed and is in fact a third-country regulation.,705.0,,41223,2013,41223_2013_96069,705,1,humanitarian
An asylum application can usually only be filed in the country where the external borders of the EU have been crossed.,An asylum application can usually only be filed in the country where the external borders of the EU have been crossed.,705.0,,41223,2013,41223_2013_96070,705,1,security
The regulation is the basis for the inhumane asylum and foreclosure policy.,The regulation is the basis for the inhumane asylum and foreclosure policy.,705.0,,41223,2013,41223_2013_96071,705,1,humanitarian
We want to create a fair and solidary system of responsibility for refugees in the European Union.,We want to create a fair and solidary system of responsibility for refugees in the European Union.,503.0,,41223,2013,41223_2013_96072,503,1,humanitarian
"For this, the principle of responsibility of ""illegal entry"" must be replaced by the principle of ""free choice of member state"".","For this, the principle of responsibility of ""illegal entry"" must be replaced by the principle of ""free choice of member state"".",201.0,,41223,2013,41223_2013_96073,201,1,humanitarian
Young people in particular are migrating to other regions in search of training and employment prospects.,Young people in particular are migrating to other regions in search of training and employment prospects.,706.0,,41223,2013,41223_2013_96629,706,1,economic
"Basic rights must apply equally to all citizens; they must not be restricted for the unemployed, those affected by Hartz IV, migrants or extra-parliamentary initiatives and movements.","Basic rights must apply equally to all citizens; they must not be restricted for the unemployed, those affected by Hartz IV, migrants or extra-parliamentary initiatives and movements.",201.0,,41223,2013,41223_2013_96727,201,1,humanitarian
"While in the 1990s it was Interior Ministers Schäuble and Kanther who encouraged neo-fascist violence with their ""the boat is full"" rhetoric, today it is Federal Interior Minister Friedrich and several state ministers who incite against Roma and refugees.","While in the 1990s it was Interior Ministers Schäuble and Kanther who encouraged neo-fascist violence with their ""the boat is full"" rhetoric, today it is Federal Interior Minister Friedrich and several state ministers who incite against Roma and refugees.",602.0,,41223,2013,41223_2013_96814,602,1,security
Democracy for all who live here. Equal rights for migrants,Democracy for all who live here. Equal rights for migrants,,,41223,2013,41223_2013_96840,,1,humanitarian
"Racist discrimination and social exclusion policies, as well as a socially and ethnically selective education system, have led to an increase and entrenchment of poverty, especially among migrants.","Racist discrimination and social exclusion policies, as well as a socially and ethnically selective education system, have led to an increase and entrenchment of poverty, especially among migrants.",503.0,,41223,2013,41223_2013_96843,503,1,cultural
"15.9 million people in Germany have a migration background, the majority of whom are German nationals.","15.9 million people in Germany have a migration background, the majority of whom are German nationals.",503.0,,41223,2013,41223_2013_96844,503,1,cultural
"DIE LINKE rejects a migration and integration policy that grants rights according to whether people are considered ""useful"" for capital:","DIE LINKE rejects a migration and integration policy that grants rights according to whether people are considered ""useful"" for capital:",415.0,,41223,2013,41223_2013_96847,415,1,cultural
"Quotas, quotas and points systems are instruments of a neocolonial, selective immigration policy.","Quotas, quotas and points systems are instruments of a neocolonial, selective immigration policy.",103.0,,41223,2013,41223_2013_96848,103,1,security
We do not need tighter residence laws and racist debates about alleged integration refuseniks.,We do not need tighter residence laws and racist debates about alleged integration refuseniks.,607.0,,41223,2013,41223_2013_96849,607,1,humanitarian
DIE LINKE demands: All children and young people born here should have a right to German citizenship - without having to reject the citizenship of their parents.,DIE LINKE demands: All children and young people born here should have a right to German citizenship - without having to reject the citizenship of their parents.,607.0,,41223,2013,41223_2013_96850,607,1,cultural
"- Furthermore, DIE LINKE demands easier naturalization opportunities for migrants living in Germany.","- Furthermore, DIE LINKE demands easier naturalization opportunities for migrants living in Germany.",607.0,,41223,2013,41223_2013_96853,607,1,cultural
We want to enable multiple citizenships.,We want to enable multiple citizenships.,607.0,,41223,2013,41223_2013_96854,607,1,cultural
Naturalization that is not dependent on income and low fees are also necessary.,Naturalization that is not dependent on income and low fees are also necessary.,607.0,,41223,2013,41223_2013_96856,607,1,economic
"- We want voting rights for migrants living in Germany at the federal, state and local levels so that they can help shape society on an equal footing.","- We want voting rights for migrants living in Germany at the federal, state and local levels so that they can help shape society on an equal footing.",503.0,,41223,2013,41223_2013_96857,503,1,cultural
"- The family reunification of children, spouses and (same-sex) partners must not be hindered.","- The family reunification of children, spouses and (same-sex) partners must not be hindered.",705.0,,41223,2013,41223_2013_96860,705,1,cultural
We want to abolish the discriminatory German tests for spousal reunification and in the right of residence.,We want to abolish the discriminatory German tests for spousal reunification and in the right of residence.,705.0,,41223,2013,41223_2013_96861,705,1,humanitarian
- The right of residence of migrants/refugees must not be made dependent on family status or economic and social circumstances as well as German language skills.,- The right of residence of migrants/refugees must not be made dependent on family status or economic and social circumstances as well as German language skills.,705.0,,41223,2013,41223_2013_96862,705,1,humanitarian
"- DIE LINKE demands comprehensive visa liberalization or, if possible, the abolition of visa requirements.","- DIE LINKE demands comprehensive visa liberalization or, if possible, the abolition of visa requirements.",107.0,,41223,2013,41223_2013_96863,107,1,security
We demand open borders for all people.,We demand open borders for all people.,107.0,,41223,2013,41223_2013_96864,107,1,security
"- Discrimination against Turkish nationals, which is contrary to European law, must be ended and their rights under the EU-Turkey Association Agreement must be fully respected.","- Discrimination against Turkish nationals, which is contrary to European law, must be ended and their rights under the EU-Turkey Association Agreement must be fully respected.",503.0,,41223,2013,41223_2013_96865,503,1,humanitarian
"Expanding the right to asylum, shaping European refugee protection in a spirit of solidarity","Expanding the right to asylum, shaping European refugee protection in a spirit of solidarity",,,41223,2013,41223_2013_96876,,1,humanitarian
Asylum law is repeatedly targeted by right-wing campaigns.,Asylum law is repeatedly targeted by right-wing campaigns.,201.0,,41223,2013,41223_2013_96877,201,1,humanitarian
Accusations of refugee fraud and abuse reach far into the bourgeois center.,Accusations of refugee fraud and abuse reach far into the bourgeois center.,705.0,,41223,2013,41223_2013_96878,705,1,security
Legal protection in the asylum process is undermined in many ways.,Legal protection in the asylum process is undermined in many ways.,201.0,,41223,2013,41223_2013_96881,201,1,humanitarian
"At the same time, the EU is establishing a civilian-military isolation regime at its external borders, which also includes authoritarian regimes and states without a functioning asylum system on the periphery of the EU.","At the same time, the EU is establishing a civilian-military isolation regime at its external borders, which also includes authoritarian regimes and states without a functioning asylum system on the periphery of the EU.",110.0,,41223,2013,41223_2013_96882,110,1,security
"- Arms-exporting countries, such as Germany, share responsibility for the wars and the resulting hunger and flight of people around the world.","- Arms-exporting countries, such as Germany, share responsibility for the wars and the resulting hunger and flight of people around the world.",105.0,,41223,2013,41223_2013_96883,105,1,security
"Therefore we demand a humane refugee policy on German and European level,","Therefore we demand a humane refugee policy on German and European level,",705.0,,41223,2013,41223_2013_96884,705,1,humanitarian
- An end to the harassment of refugees!,- An end to the harassment of refugees!,503.0,,41223,2013,41223_2013_96887,503,1,humanitarian
"The Asylum Seekers' Benefits Act, the residence obligation and the accommodation in collective camps must be abolished immediately.","The Asylum Seekers' Benefits Act, the residence obligation and the accommodation in collective camps must be abolished immediately.",503.0,,41223,2013,41223_2013_96888,503,1,humanitarian
"Asylum seekers have the same right to work, the same basic security and health care.","Asylum seekers have the same right to work, the same basic security and health care.",503.0,,41223,2013,41223_2013_96889,503,1,humanitarian
Gender-specific causes of flight must be fully recognized as grounds for asylum.,Gender-specific causes of flight must be fully recognized as grounds for asylum.,706.0,,41223,2013,41223_2013_96890,706,1,humanitarian
Traumatized refugees must receive psychotherapeutic care in their native language.,Traumatized refugees must receive psychotherapeutic care in their native language.,705.0,,41223,2013,41223_2013_96891,705,1,humanitarian
- We want a right to stay for all people with uncertain residence status who have been living in Germany for more than five years.,- We want a right to stay for all people with uncertain residence status who have been living in Germany for more than five years.,705.0,,41223,2013,41223_2013_96892,705,1,humanitarian
The substance of the fundamental right to asylum (Article 16a of the Basic Law) must be restored (see Chapter II).,The substance of the fundamental right to asylum (Article 16a of the Basic Law) must be restored (see Chapter II).,201.0,,41223,2013,41223_2013_96893,201,1,humanitarian
"We want to end so-called chain tolerations, which have to be applied for annually, in favor of secure residence rights.","We want to end so-called chain tolerations, which have to be applied for annually, in favor of secure residence rights.",705.0,,41223,2013,41223_2013_96894,705,1,humanitarian
- The EU protection agency Frontex must be abolished.,- The EU protection agency Frontex must be abolished.,0.0,,41223,2013,41223_2013_96895,0,1,humanitarian
We advocate for a fair and solidarity-based system of refugee reception in the EU.,We advocate for a fair and solidarity-based system of refugee reception in the EU.,503.0,,41223,2013,41223_2013_96896,503,1,humanitarian
Europe's borders must be open to people seeking protection.,Europe's borders must be open to people seeking protection.,201.0,,41223,2013,41223_2013_96897,201,1,humanitarian
"In the past seven years, we have been able to make important progress: in the nuclear phase-out, in energy policy, in environmental and climate protection, in foreign and peace policy, in the integration of Europe, in citizenship law and in migration policy.","In the past seven years, we have been able to make important progress: in the nuclear phase-out, in energy policy, in environmental and climate protection, in foreign and peace policy, in the integration of Europe, in citizenship law and in migration policy.",305.0,,41113,2005,41113_2005_97126,305,1,security
"We are talking about the long-term unemployed, single parents, unemployed academics, young people without school or vocational qualifications, older people without a job and many migrants.","We are talking about the long-term unemployed, single parents, unemployed academics, young people without school or vocational qualifications, older people without a job and many migrants.",701.0,,41113,2005,41113_2005_97157,701,1,economic
"In social policy, we have reformed the citizenship law that dates back to imperial times and, by recognizing Germany as a country of immigration, we have finally cleared the way for a sustainable integration policy.","In social policy, we have reformed the citizenship law that dates back to imperial times and, by recognizing Germany as a country of immigration, we have finally cleared the way for a sustainable integration policy.",607.0,,41113,2005,41113_2005_97222,607,1,cultural
"This applied to tax policy, federalism reform, the Environmental Code, healthcare and labor market reform, immigration and civil rights.","This applied to tax policy, federalism reform, the Environmental Code, healthcare and labor market reform, immigration and civil rights.",305.0,,41113,2005,41113_2005_97241,305,1,economic
"The SPD was in favor of modernizing society, but not infrequently blocked at the same time, as in the case of immigration policy or the Equal Opportunities Act for the private sector.","The SPD was in favor of modernizing society, but not infrequently blocked at the same time, as in the case of immigration policy or the Equal Opportunities Act for the private sector.",503.0,,41113,2005,41113_2005_97251,503,1,economic
", but with exclusion, standstill in equality policy , regression in rights for gays and lesbians, dismantling of refugee rights, integration as a coercive measure.",", but with exclusion, standstill in equality policy , regression in rights for gays and lesbians, dismantling of refugee rights, integration as a coercive measure.",503.0,,41113,2005,41113_2005_97331,503,1,humanitarian
The potential of migrants and their children can be found in all areas of society.,The potential of migrants and their children can be found in all areas of society.,607.0,,41113,2005,41113_2005_97480,607,1,cultural
and also enhances its attractiveness in the international competition for top talent.,and also enhances its attractiveness in the international competition for top talent.,408.0,,41113,2005,41113_2005_97484,408,1,economic
"There, the exodus of young and qualified people is exacerbating the demographic problems that already exist.","There, the exodus of young and qualified people is exacerbating the demographic problems that already exist.",408.0,,41113,2005,41113_2005_97500,408,1,economic
"In addition, care and assistance services must also be geared to the needs of different target groups, such as people with a migration background.","In addition, care and assistance services must also be geared to the needs of different target groups, such as people with a migration background.",705.0,,41113,2005,41113_2005_97673,705,1,economic
"In addition, there is migration - especially of the younger generation - from regions with high unemployment or from regions where the population has little confidence in the economic future.","In addition, there is migration - especially of the younger generation - from regions with high unemployment or from regions where the population has little confidence in the economic future.",408.0,,41113,2005,41113_2005_97694,408,1,economic
The migration of young people to economic centers is changing villages and cities.,The migration of young people to economic centers is changing villages and cities.,408.0,,41113,2005,41113_2005_97696,408,1,economic
"Single parents, people returning to work, immigrants and their children, the long-term unemployed and young people without training are affected and threatened by this.","Single parents, people returning to work, immigrants and their children, the long-term unemployed and young people without training are affected and threatened by this.",705.0,,41113,2005,41113_2005_97724,705,1,economic
We find it unacceptable that top private earners can escape taxation by relocating abroad.,We find it unacceptable that top private earners can escape taxation by relocating abroad.,303.0,,41113,2005,41113_2005_97816,303,1,economic
The close connection between social background and educational success perpetuates the exclusion of children and young people with a migratory background in particular over generations.,The close connection between social background and educational success perpetuates the exclusion of children and young people with a migratory background in particular over generations.,503.0,,41113,2005,41113_2005_98232,503,1,cultural
"In particular, we want to specifically improve services for migrants, older people, people with low incomes and low qualifications, and all those who want to get back to work.","In particular, we want to specifically improve services for migrants, older people, people with low incomes and low qualifications, and all those who want to get back to work.",503.0,,41113,2005,41113_2005_98244,503,1,economic
Migrant women are particularly affected by violence.,Migrant women are particularly affected by violence.,705.0,,41113,2005,41113_2005_98439,705,1,humanitarian
We want to give migrant women who have been forced to marry abroad a longer option to return to Germany.,We want to give migrant women who have been forced to marry abroad a longer option to return to Germany.,705.0,,41113,2005,41113_2005_98443,705,1,humanitarian
We have already introduced an independent right of residence for female migrants and fought for the recognition of gender-specific persecution - against the resistance of the CDU/CSU.,We have already introduced an independent right of residence for female migrants and fought for the recognition of gender-specific persecution - against the resistance of the CDU/CSU.,201.0,,41113,2005,41113_2005_98444,201,1,humanitarian
"We want to secure, if possible together with the self-organizations of migrants, the right to freedom, equality and above all physical integrity of women.","We want to secure, if possible together with the self-organizations of migrants, the right to freedom, equality and above all physical integrity of women.",201.0,,41113,2005,41113_2005_98445,201,1,cultural
National and cultural borders are becoming increasingly permeable and people can more easily get in touch with each other.,National and cultural borders are becoming increasingly permeable and people can more easily get in touch with each other.,607.0,,41113,2005,41113_2005_98477,607,1,cultural
Migrants are a natural part of our society.,Migrants are a natural part of our society.,607.0,,41113,2005,41113_2005_98525,607,1,cultural
We can no longer meet these challenges with a policy on foreigners that is rooted in police and regulatory law.,We can no longer meet these challenges with a policy on foreigners that is rooted in police and regulatory law.,303.0,,41113,2005,41113_2005_98527,303,1,security
Away from the old policy on foreigners and ethnic Germans and toward integration policy as a sociopolitical task for the future.,Away from the old policy on foreigners and ethnic Germans and toward integration policy as a sociopolitical task for the future.,607.0,,41113,2005,41113_2005_98529,607,1,cultural
"In the medium term, we need an active immigration policy with an innovative points system.","In the medium term, we need an active immigration policy with an innovative points system.",303.0,,41113,2005,41113_2005_98531,303,1,security
We are particularly committed to the further education of migrants and Germans with a migration background.,We are particularly committed to the further education of migrants and Germans with a migration background.,607.0,,41113,2005,41113_2005_98536,607,1,cultural
We have put an end to the lifelong lie that Germany is not an immigration country and have thus revealed integration deficits in the first place.,We have put an end to the lifelong lie that Germany is not an immigration country and have thus revealed integration deficits in the first place.,607.0,,41113,2005,41113_2005_98538,607,1,cultural
"A sustainable, modern integration policy cannot do without legal equality and the political integration of migrants.","A sustainable, modern integration policy cannot do without legal equality and the political integration of migrants.",503.0,,41113,2005,41113_2005_98542,503,1,cultural
We invite migrants to become citizens of this country and are committed to opening the doors - also in the upper echelons and management functions.,We invite migrants to become citizens of this country and are committed to opening the doors - also in the upper echelons and management functions.,503.0,,41113,2005,41113_2005_98543,503,1,cultural
We advocate facilitated naturalization and generous acceptance of dual citizenship.,We advocate facilitated naturalization and generous acceptance of dual citizenship.,607.0,,41113,2005,41113_2005_98544,607,1,cultural
The automatic loss of citizenship for Germans who adopt another passport leads to considerable uncertainty and urgently needs to be reformed.,The automatic loss of citizenship for Germans who adopt another passport leads to considerable uncertainty and urgently needs to be reformed.,602.0,,41113,2005,41113_2005_98545,602,1,cultural
Civil and human rights for immigrants and the fulfillment of humanitarian obligations towards refugees are and remain core concerns of the policies of Alliance 90/The Greens.,Civil and human rights for immigrants and the fulfillment of humanitarian obligations towards refugees are and remain core concerns of the policies of Alliance 90/The Greens.,201.0,,41113,2005,41113_2005_98546,201,1,humanitarian
This was our guiding principle in the negotiations on the Immigration Act.,This was our guiding principle in the negotiations on the Immigration Act.,201.0,,41113,2005,41113_2005_98547,201,1,security
People who have lived here for many years are not given permanent residence status and thus no prospects for integration.,People who have lived here for many years are not given permanent residence status and thus no prospects for integration.,201.0,,41113,2005,41113_2005_98551,201,1,cultural
We advocate for a right to stay regulation.,We advocate for a right to stay regulation.,201.0,,41113,2005,41113_2005_98553,201,1,humanitarian
"In particular, children of refugees who have graduated from school must be given access to apprenticeships by being eligible for a work permit.","In particular, children of refugees who have graduated from school must be given access to apprenticeships by being eligible for a work permit.",503.0,,41113,2005,41113_2005_98554,503,1,economic
We clearly reject plans to set up refugee camps outside the EU.,We clearly reject plans to set up refugee camps outside the EU.,201.0,,41113,2005,41113_2005_98558,201,1,humanitarian
We want to severely restrict the duration of detention pending deportation.,We want to severely restrict the duration of detention pending deportation.,201.0,,41113,2005,41113_2005_98561,201,1,humanitarian
"Particularly vulnerable persons such as minors, pregnant women, the elderly, single parents with children, the sick and traumatized persons may not be detained pending deportation.","Particularly vulnerable persons such as minors, pregnant women, the elderly, single parents with children, the sick and traumatized persons may not be detained pending deportation.",705.0,,41113,2005,41113_2005_98562,705,1,humanitarian
